HOLEID,X,Y,Z,Ag ppm,Al ppm,Au ppm,C ppm,Ca ppm,Cl ppm,Cu ppm,F ppm,Fe ppm,K ppm,Mg ppm,Mn ppm,Na ppm,P ppm,Pb ppm,S ppm,Th ppm,U ppm
62,-779.034825000097,472.9196800030768,104.02,10.7,31900.0,2.11,400.0,3600.0,118.21,23100.0,1483.73,432600.0,2000.0,16299.999999999998,7419.4,100.0,852.39,14.48,7300.0,2.47,32.29
62,-780.9448250001296,468.84968000277877,95.71,3.35,48800.0,0.51,600.0,4000.0,299.94,8300.0,1611.8,269800.0,1600.0,22500.0,6330.35,300.0,650.16,9.71,2600.0,5.55,21.63
62,-783.1148250000551,464.26968000270426,86.46,9.6,16600.0,2.46,300.0,11600.0,242.97,41300.0,8734.68,454400.0,1500.0,14700.0,2619.91,400.0,1772.52,38.48,14800.0,2.28,96.02
62,-785.1648250001017,459.9896800033748,77.89,4.23,44400.00000000001,0.73,400.0,6400.0,579.32,11299.999999999998,2802.35,328100.0,2000.0,25000.0,5735.44,700.0000000000001,1053.35,18.41,4400.0,4.84,41.34
62,-787.1848250001203,455.8296800032258,69.64,2.77,39600.0,0.21,400.0,2300.0,53.3,7200.0,228.45,252000.0,4800.0,10600.0,3294.23,100.0,483.71,9.39,1800.0,9.31,18.32
62,-788.6048250000458,452.9296800028533,63.94,2.93,60400.0,0.1,100.0,2100.0,646.09,8800.0,574.06,285000.0,11700.0,4900.0,3139.64,100.0,695.88,7.25,2500.0,18.72,8.66
62,-792.2548250000691,445.5096800029278,49.52,1.85,21700.0,0.03,800.0,1200.0,52.42,4800.0,75.16,168600.0,2800.0000000000005,3600.0,1954.83,100.0,349.4,5.03,1200.0,6.98,10.4
62,-797.8948250000831,434.19968000240624,27.95,1.55,21600.0,0.05,500.0,1300.0,33.57,4000.0,177.22,216100.0,3300.0,4400.0,1252.38,100.0,411.52,5.31,1000.0,7.41,12.32
62,-803.7448250000598,422.6496800035238,6.57,2.17,41500.0,0.31,900.0,2100.0,79.56,6000.0,170.16,264000.0,15100.0,9700.0,1890.38,2900.0,529.56,9.25,1500.0,5.05,29.2
62,-808.7348250000505,413.11968000233173,-10.79,1.91,54600.0,0.24,2700.0,9600.0,99.34,6600.0,193.66,229600.0,14700.0,15700.0,2152.87,12100.0,854.42,7.75,1500.0,11.06,36.81
62,-816.0448250001064,399.60968000255525,-35.13,0.43,27599.999999999996,0.02,100.0,200.0,78.87,5699.999999999999,56.49,17500.0,12700.0,3200.0,148.54,1800.0,70.4,1.79,1300.0,7.94,6.74
63,-692.7548250000691,687.0696800034493,254.07,0.07,67600.0,0.03,300.0,20099.999999999996,686.39,900.0,646.89,33400.0,4100.0,9700.0,193.67,39500.0,289.0,17.48,200.0,46.93,25.25
63,-695.424825000111,679.4796800035983,230.72,0.06,61100.0,0.12,900.0,23600.0,1178.52,1800.0,1417.01,43200.0,8400.0,15500.0,231.0,31600.0,632.95,22.71,1000.0,62.66,42.09
63,-699.3548250000458,668.9896800033748,198.88,0.08,63400.0,0.14,900.0,42100.0,2142.18,2800.0000000000005,3161.68,95900.0,15300.0,43900.0,576.75,26400.0,923.06,4.88,2200.0,8.75,6.08
63,-702.454825000139,661.2396800033748,175.31,0.29,63800.0,0.16,1700.0000000000002,35400.0,3202.76,2500.0,1577.56,112300.0,22300.0,32900.0,1739.32,16100.000000000002,515.52,9.8,1100.0,23.72,13.73
63,-705.7348250000505,653.5396800022572,151.76,0.15,71700.0,0.12,700.0000000000001,28800.0,4575.66,2300.0,1063.2,97000.0,25700.0,23000.0,1747.06,16700.0,409.96,12.72,1100.0,26.14,17.92
63,-709.1948250001296,645.8996800035238,128.2,0.37,63099.99999999999,0.17,1700.0000000000002,32700.0,4081.92,5400.0,899.88,107000.0,21800.0,26900.0,2436.97,10600.0,557.68,15.44,2000.0,36.63,24.26
63,-712.674825000111,638.6396800037473,105.68,0.47,59100.0,0.97,900.0,18700.0,1549.63,5300.0,1011.58,55800.0,21500.0,15000.0,1480.6,14100.0,358.75,20.02,1900.0,60.03,31.07
63,-717.534825000097,629.0796800032258,75.92,0.39,65000.0,0.11,1100.0,28100.0,2911.68,3700.0,1550.82,103900.0,20600.0,36500.0,1220.18,12000.0,699.64,11.07,1300.0,22.3,14.24
63,-720.2548250000691,624.0296800024807,60.29,0.22,74300.0,0.08,800.0,32000.0,2840.24,2700.0,1332.29,123200.0,18900.0,37300.0,1259.11,15400.0,958.8,4.34,1000.0,6.01,3.27
63,-723.534825000097,618.1796800028533,42.43,0.59,63700.0,0.12,400.0,18200.0,2058.04,4300.0,2089.31,160400.0,16800.0,40400.0,5384.71,3700.0,1547.52,5.5,1500.0,8.68,6.72
63,-727.4348250001203,611.5196800027043,22.13,0.76,61300.0,0.17,1100.0,31700.0,2392.02,3600.0,2047.72,123500.0,17300.0,42200.0,2460.92,6100.0,1378.05,4.72,1300.0,7.72,5.94
63,-730.5448250001064,606.4396800026298,6.66,0.66,69500.0,0.11,200.0,13400.0,2444.58,3400.0000000000005,1256.09,187900.0,16000.0,25000.0,6703.91,5100.0,1352.71,6.09,1200.0,4.98,11.31
63,-734.1548250000924,600.6696800030768,-10.84,0.4,77100.0,0.12,800.0,19200.0,2743.89,1600.0,1086.11,138400.0,19100.0,23800.0,2736.67,18900.0,934.44,7.09,600.0,14.15,8.37
63,-737.4748250000412,595.4196800030768,-26.66,0.66,62200.0,0.12,100.0,3000.0,2093.75,2400.0,888.13,232000.0,10300.0,23200.0,5396.25,1800.0,350.0,3.28,900.0,5.23,5.98
63,-740.9048250000924,590.0496800020337,-42.61,0.96,60400.0,0.13,1000.0,21200.0,4061.69,3700.0,769.62,172100.0,13799.999999999998,24900.000000000004,2928.45,21900.0,387.0,5.75,1300.0,4.5,9.64
63,-743.6248250000644,585.8996800035238,-54.95,6.75,42500.0,0.12,2400.0,66400.0,6236.24,21400.0,1993.82,156800.0,7700.0,35800.0,1203.75,16100.000000000002,2822.42,14.09,5600.000000000001,4.86,23.96
63,-747.0548250001157,580.7096800021827,-70.37,0.31,67000.0,0.06,900.0,20000.0,5152.68,1400.0000000000002,1423.14,143700.0,19800.0,26500.0,1270.36,25400.0,456.0,3.95,600.0,4.09,5.77
63,-750.7648250000784,575.2096800021827,-86.51,0.61,66400.0,0.06,700.0000000000001,12500.0,4015.51,1700.0000000000002,1638.23,156100.0,20600.0,27000.0,1226.94,23700.0,355.0,2.61,600.0,4.59,2.82
63,-754.6548250000924,569.6296800021082,-102.58,1.56,54900.0,0.66,200.0,4600.0,1696.86,5000.0,1818.76,248000.0,8300.0,13300.0,4041.1,3200.0,916.34,11.47,1900.0,7.41,25.63
63,-760.034825000097,562.2796800024807,-123.53,0.94,66900.0,0.2,100.0,2400.0,1400.68,2400.0,1521.93,222399.99999999997,8400.0,17300.0,2297.87,900.0,503.48,2.83,800.0,6.31,3.75
64,-668.2648250000784,476.4896800033748,298.87,0.65,75400.0,0.19,700.0000000000001,2600.0,3011.38,6899.999999999999,1298.74,207200.0,14600.0,14000.0,4277.07,5000.0,427.52,4.42,600.0,2.9,7.94
64,-670.284825000097,471.5796800032258,286.79,0.23,58200.0,0.05,600.0,7300.0,3014.81,1100.0,1152.22,139500.0,14500.0,24200.0,2121.11,24100.0,495.93,2.69,500.0,6.82,3.08
64,-670.9348250001203,470.01968000270426,282.94,0.15,60500.0,0.04,800.0,7900.0,3697.33,700.0000000000001,1064.67,225500.0,14200.0,11000.0,15106.67,800.0,729.33,2.4,200.0,3.49,3.15
64,-672.6348250000738,465.9996800031513,272.98,2.34,55199.99999999999,0.46,1100.0,15000.0,4904.67,8200.0,1424.16,179500.0,12000.0,21500.0,2419.04,22400.000000000004,353.09,3.67,2400.0,4.37,4.11
64,-675.814825000125,458.6796800028533,254.78,2.51,49500.0,0.42,600.0,6100.0,2645.79,10100.0,2489.86,273900.0,10400.0,23100.0,6580.17,7900.0,443.21,7.06,3200.0,3.36,14.8
64,-678.0148250000784,453.7596800029278,242.51,0.73,60800.0,0.11,700.0000000000001,5100.0,2469.14,2800.0000000000005,1274.48,175900.0,14700.0,26700.0,2304.57,16200.000000000002,267.84,2.77,900.0,3.52,3.59
64,-680.6248250000644,448.0796800032258,228.44,1.63,58500.0,0.21,600.0,3200.0,1649.2,4100.0,1735.2,224000.0,9600.0,17100.0,3036.06,5100.0,421.14,4.0,1300.0,5.2,6.07
64,-684.204825000139,440.4996800031513,209.73,3.48,51500.0,0.35,400.0,3000.0,940.53,8300.0,1198.16,250000.0,5500.0,16400.0,5538.25,1200.0,647.0,6.57,2600.0,6.74,11.6
64,-687.4848250000505,433.72968000359833,193.1,4.93,48600.0,0.64,400.0,3400.0000000000005,1662.66,11299.999999999998,2785.44,293200.0,11500.0,12600.0,5128.59,500.0,663.93,8.03,3700.0,5.19,16.62
64,-691.314825000125,426.0096800029278,174.25,4.56,48300.0,0.58,600.0,4500.0,1548.85,10200.0,2236.13,289100.0,7200.0,16000.0,7175.94,700.0000000000001,606.75,7.08,3500.0,4.66,13.86
64,-695.6348250000738,417.4096800033003,153.39,9.76,27700.0,1.54,700.0000000000001,5699.999999999999,479.02,21100.0,3349.2,407900.0,2300.0,21500.0,7731.06,600.0,805.5,16.2,7200.0,2.37,35.13
64,-700.4848250000505,408.0896800030023,130.7,7.53,30400.0,1.35,600.0,5400.0,467.84,19000.0,4477.12,409500.0,2700.0,27700.0,7159.2,800.0,874.8,15.33,6600.0,2.18,33.3
64,-704.064825000125,401.3396800030023,114.33,5.43,37100.0,0.86,1300.0,5800.0,450.31,13500.0,4924.62,358400.00000000006,3500.0,30400.0,7557.98,1200.0,665.11,8.46,4500.0,1.91,19.18
64,-705.6148250000551,398.4296800028533,107.31,2.82,41700.0,0.33,400.0,6899.999999999999,628.62,7100.0,3230.0,275800.0,700.0000000000001,25900.0,6858.39,1200.0,522.3,4.93,2500.0,2.53,9.88
64,-706.5848250000272,396.60968000255525,102.92,3.26,46900.00000000001,0.44,900.0,2900.0,85.51,8300.0,1266.92,289900.0,2000.0,29100.0,6008.13,200.0,663.08,6.19,2600.0,2.01,14.17
64,-708.2548250000691,393.4696800019592,95.39,7.84,33100.0,1.08,1000.0,3500.0,41.31,19400.0,960.27,353500.0,100.0,25299.999999999996,4253.63,100.0,1371.68,20.89,5300.0,2.29,60.4
64,-711.924825000111,386.60968000255525,79.0,4.42,47300.00000000001,0.45,500.0,4200.0,152.56,10700.0,310.32,272400.0,9600.0,9700.0,3490.3,500.0,687.0,14.18,2800.0000000000005,10.67,36.06
64,-717.1848250001203,377.0696800034493,56.49,3.21,54300.0,0.04,2100.0,6100.0,50.8,7400.0,366.92,183000.0,15300.0,6800.000000000001,2331.86,1400.0000000000002,905.22,8.82,1900.0,22.71,27.2
64,-722.674825000111,367.4996800031513,34.06,3.04,58900.0,0.14,2000.0,6600.0,88.54,8300.0,364.1,194000.0,17000.0,8000.0,2567.9,2200.0,960.54,9.85,2100.0,24.05,28.9
64,-726.564825000125,360.9196800030768,18.6,4.57,48200.0,0.58,1700.0000000000002,6000.0,209.53,13600.000000000002,262.42,218100.0,10500.0,14700.0,2898.37,4300.0,846.05,11.12,3400.0000000000005,14.54,29.22
64,-728.3348250000272,357.9696800019592,11.68,0.57,77700.0,0.03,400.0,4100.0,99.75,1400.0000000000002,24.87,18400.0,5900.0,1300.0,302.5,58900.0,116.39,2.43,400.0,1.51,4.23
64,-732.9648250000319,350.30968000367284,-6.23,1.66,23700.0,0.03,400.0,100.0,71.6,8700.0,20.89,13000.0,4600.0,500.0,88.95,100.0,81.32,2.07,700.0000000000001,10.2,5.52
65,-842.9648250000319,578.3696800023317,309.73,1.11,55400.0,0.33,600.0,2400.0,1204.6,7700.0,634.0,299200.0,4000.0,7100.0,5057.4,400.0,699.2,7.75,200.0,3.89,13.94
65,-845.3348250000272,571.9596800021827,294.71,0.92,60100.0,0.1,400.0,3400.0000000000005,4098.69,3800.0,1436.19,226500.0,17300.0,18400.0,4584.63,700.0000000000001,321.69,3.94,500.0,5.31,6.8
65,-847.0948250000365,567.1996800024062,283.7,1.06,58300.0,0.12,400.0,5000.0,1779.38,4300.0,1165.69,238400.0,6500.0,34700.0,5382.0,3400.0000000000005,408.31,5.41,1500.0,2.85,10.78
65,-850.174825000111,559.0496800020337,265.01,0.28,61700.0,0.06,600.0,12600.0,4830.7,1800.0,1441.0,163800.0,20800.0,30700.0,1775.4,24500.0,267.5,7.29,700.0000000000001,4.28,4.97
65,-852.5248250000877,553.0096800029278,251.2,0.17,65600.0,0.07,500.0,15600.0,3790.0,1100.0,1653.64,137000.0,18700.0,30700.0,1565.91,32500.0,239.09,13.24,500.0,3.49,3.84
65,-856.1548250000924,543.8196800034493,230.27,0.66,68600.0,0.18,1200.0,23600.0,2748.75,3800.0,795.96,154200.0,13700.000000000002,24000.0,2845.98,27599.999999999996,735.48,4.74,1400.0000000000002,4.73,4.02
65,-860.534825000097,532.9896800033748,205.84,0.6,57400.0,0.1,1000.0,7500.0,1535.63,3100.0,1228.42,252700.0,6500.0,41600.0,5501.28,6500.0,499.36,4.77,1100.0,2.37,7.47
65,-865.3348250000272,521.2196800019592,179.86,0.87,64900.0,0.11,400.0,4400.0,364.41,2800.0000000000005,326.43,196100.0,5100.0,25900.0,3326.33,12200.0,375.59,9.77,800.0,4.05,65.43
65,-870.0948250000365,510.02968000248075,155.36,1.02,66800.0,0.08,400.0,3800.0,202.0,2600.0,220.0,232500.0,3000.0,15900.0,3268.8,200.0,455.6,5.74,700.0000000000001,3.4,28.76
65,-872.8048250001157,503.8296800032258,141.98,1.62,62200.0,0.09,500.0,3000.0,140.0,4100.0,148.0,228600.0,1900.0,11299.999999999998,3246.0,100.0,590.0,4.8,1100.0,5.47,8.04
65,-874.284825000097,500.5096800029278,134.85,1.7,57200.0,0.06,600.0,2700.0,172.73,4200.0,219.09,188500.0,8100.000000000001,13799.999999999998,3193.64,100.0,695.45,4.86,1000.0,8.49,12.75
65,-877.0448250001064,494.4196800030768,121.9,4.5,56200.0,0.17,600.0,3900.0,138.13,9600.0,298.68,272000.0,12000.0,6800.000000000001,4462.04,200.0,708.73,11.31,2500.0,20.4,28.51
65,-881.2448250000598,485.3196800034493,102.79,1.51,31900.0,0.12,500.0,1600.0,280.85,4600.0,424.94,221400.0,4900.0,4300.0,2458.62,100.0,422.38,5.29,1200.0,8.15,9.39
65,-886.3348250000272,474.5696800034493,80.8,1.88,50400.0,0.22,700.0000000000001,2100.0,64.98,5500.0,188.46,241500.0,24200.0,5400.0,1724.7,1000.0,453.18,7.75,1300.0,7.64,18.31
65,-891.6348250000738,463.9296800028533,59.76,1.28,54500.0,0.13,1500.0,4700.0,103.31,5000.0,214.6,194300.0,21300.0,9700.0,1803.25,7500.0,674.84,11.51,1200.0,12.47,40.7
65,-896.2648250000784,454.9296800028533,42.36,2.18,26400.0,0.25,1600.0,4900.0,20.09,8100.000000000001,34.56,51300.0,7100.0,6100.0,1117.46,8600.0,195.83,4.38,1900.0,9.88,18.43
65,-900.6348250000738,446.6596800033003,26.63,0.38,27300.0,0.04,200.0,900.0,21.56,2100.0,47.85,18500.0,6899.999999999999,2500.0,214.65,12400.0,61.4,2.11,500.0,9.41,8.36
65,-908.8648250000551,431.6596800033003,-1.44,0.39,28100.0,0.02,400.0,1400.0000000000002,28.05,2000.0,56.1,28100.0,12200.0,2400.0,264.51,5300.0,196.59,2.1,500.0,10.56,7.15
66,77.47517499991227,50.26968000270426,161.11,2.02,53000.0,0.12,700.0000000000001,3500.0,7205.78,8200.0,3577.34,254800.0,31100.0,5400.0,7790.96,600.0,336.86,3.54,2000.0,3.93,4.71
66,73.89517499995418,40.589680003002286,138.34,0.82,51700.0,0.08,700.0000000000001,3600.0,8460.0,3400.0000000000005,3770.98,282400.0,32100.0,6700.0,9009.36,500.0,306.34,3.36,900.0,3.2,4.66
66,70.11517499992624,30.979680003598332,115.57,0.83,54400.00000000001,0.11,700.0000000000001,3900.0,7066.78,3300.0,2725.24,250100.00000000003,27700.0,6300.0,11804.84,500.0,325.84,3.32,900.0,3.77,3.94
66,66.10517499991693,21.429680002853274,92.82,0.78,56100.0,0.11,500.0,4400.0,6238.06,3200.0,2722.1,239200.00000000003,26200.0,5500.0,12823.7,700.0000000000001,352.74,2.65,800.0,3.78,2.79
66,61.87517499993555,11.809680003672838,70.13,0.59,58300.0,0.1,600.0,2600.0,8241.52,2600.0,1816.56,241500.0,37500.0,4800.0,5165.92,2700.0,354.88,2.24,700.0000000000001,4.08,3.39
66,58.03517499996815,3.2796800024807453,50.44,0.47,56700.0,0.12,700.0000000000001,4700.0,3622.77,2500.0,2650.08,234400.0,23900.0,4400.0,6075.08,900.0,325.16,2.29,800.0,3.27,3.64
66,55.50517499994021,-2.2303199972957373,37.71,3.21,41000.0,1.1,500.0,8500.0,2016.82,17900.0,6292.76,348500.0,14900.0,3100.0,2640.21,400.0,482.45,9.45,5300.0,3.04,21.96
66,53.81517499987967,-5.830319996923208,29.36,0.36,56200.0,0.14,200.0,5400.0,3892.19,2200.0,5118.37,248200.0,26400.0,4000.0,1935.22,1000.0,335.11,2.81,700.0000000000001,3.93,3.49
66,52.68517499987502,-8.230319997295737,23.76,2.82,33400.0,1.1,400.0,12400.0,2080.0,15300.0,9456.43,386900.0,13100.0,2500.0,2911.43,200.0,385.0,7.4,4800.0,2.62,17.31
66,50.01517499994952,-13.74031999707222,10.89,0.88,56300.0,0.39,400.0,5699.999999999999,4471.78,4800.0,4316.96,282100.0,25400.0,3700.0,5687.88,600.0,395.4,4.17,1500.0,4.25,7.72
66,45.14517499995418,-23.43031999655068,-11.64,0.86,55300.0,0.28,300.0,4700.0,4310.04,5500.0,3292.94,254899.99999999997,24800.0,5300.0,4709.74,700.0000000000001,535.58,3.75,1700.0000000000002,3.67,6.61
66,42.0851749998983,-29.49031999707222,-25.71,0.55,58700.0,0.16,400.0,3900.0,5413.2,4000.0,3332.4,249000.0,29600.0,5800.0,5416.0,400.0,389.6,2.49,1200.0,3.63,3.69
67,38.30517499987036,86.80968000367284,159.66,1.15,58099.99999999999,0.11,900.0,5800.0,7777.28,4600.0,3734.89,247100.0,35600.0,9200.0,5162.59,1400.0000000000002,375.35,2.91,1300.0,2.98,4.68
67,41.43517499987502,95.08968000300229,134.65,1.47,53000.0,0.18,400.0,4200.0,5928.09,5500.0,3936.43,278000.0,29200.0,4000.0,6215.45,1300.0,354.47,3.55,1500.0,3.22,6.34
67,44.62517499993555,103.48968000337481,109.68,2.59,46200.0,0.38,1200.0,7500.0,5297.54,8900.0,4010.23,301400.0,23500.0,3700.0,5660.4,1400.0000000000002,373.74,4.72,2500.0,2.9,8.62
67,47.86517499992624,111.87968000210822,84.95,2.35,20700.0,1.4,1000.0,3200.0,3144.29,14200.0,1578.62,471200.0,7500.0,2100.0,2925.69,300.0,481.92,10.72,5500.0,1.66,22.36
67,49.72517499991227,116.72968000359833,70.72,1.82,50000.0,0.33,1400.0000000000002,5500.0,9604.52,6400.0,4810.71,272900.0,32700.0,5500.0,2729.76,5300.0,279.76,4.55,1900.0,2.66,7.28
67,51.43517499987502,121.4696800019592,57.02,1.41,47000.0,0.35,1300.0,8100.000000000001,5924.84,5400.0,3453.2,280200.0,22799.999999999996,10000.0,3885.62,1900.0,342.8,4.57,1600.0,2.08,7.73
67,53.65517499996349,128.1596800033003,38.01,1.5,46900.00000000001,0.4,800.0,11200.000000000002,6434.66,5699.999999999999,4926.5,315600.0,20800.0,7500.0,5101.38,1400.0000000000002,384.6,6.02,1900.0,1.94,9.99
67,55.745174999930896,135.05968000367284,19.06,7.07,24700.000000000004,1.14,3100.0,11299.999999999998,4242.66,26900.0,6055.84,395400.0,11000.0,4700.0,3134.92,900.0,721.76,15.67,8100.000000000001,2.86,32.84
67,57.275174999958836,140.3396800030023,4.81,5.41,22000.0,1.59,1300.0,16100.000000000002,3122.7,18600.0,8688.56,450000.0,6400.0,2800.0000000000005,3817.93,700.0000000000001,607.84,11.47,6400.0,2.49,25.98
67,58.09517499990761,143.20968000218272,-2.91,3.1,46300.0,0.51,1100.0,16299.999999999998,6261.82,10000.0,7914.55,315500.0,17700.0,5699.999999999999,5350.91,2300.0,430.0,8.01,3300.0,4.0,14.69
67,59.37517499993555,147.75968000292778,-15.19,4.99,30500.0,1.93,900.0,24100.0,4064.44,23300.0,15858.5,397800.0,10100.0,3900.0,5538.24,700.0000000000001,543.33,13.39,7700.0,1.92,28.93
67,60.34517499990761,151.28968000225723,-24.7,6.21,38800.0,1.17,700.0000000000001,11500.0,6777.25,18600.0,7968.63,352100.0,22400.000000000004,7700.0,2919.02,1100.0,576.27,12.96,5900.0,2.32,26.14
67,61.14517499995418,154.14968000352383,-32.4,5.35,25299.999999999996,1.64,600.0,10700.0,5695.26,18900.0,8193.86,417800.0,15000.0,6200.0,2168.95,800.0,760.7,19.83,6400.0,2.59,39.95
67,62.80517499987036,160.28968000225723,-48.78,2.08,54600.0,0.38,1400.0000000000002,12300.0,6618.21,5900.0,5521.52,267400.0,24200.0,12100.0,5778.78,2400.0,369.18,5.18,1800.0,2.63,7.11
67,64.05517499987036,165.25968000292778,-61.79,7.36,13000.0,4.98,500.0,25600.0,1353.33,38500.0,17904.76,491500.0,3000.0,4900.0,4044.05,200.0,1399.64,39.33,14600.0,1.4,75.6
67,64.39517499995418,166.64968000352383,-65.41,2.62,36600.0,1.59,900.0,14700.0,5159.44,20099.999999999996,10142.78,398400.00000000006,15500.0,6200.0,6365.56,200.0,1046.11,24.98,8700.0,2.6,49.97
68,-991.2748250000877,609.7996800020337,330.19,6.34,52699.99999999999,0.91,700.0000000000001,100.0,436.15,8000.0,964.41,324400.0,2200.0,1100.0,3970.59,100.0,1165.12,79.56,400.0,9.25,85.5
68,-993.6648250001017,602.6196800023317,314.28,4.7,51600.0,0.46,900.0,5800.0,1798.63,19000.0,4439.12,283100.0,8400.0,7400.0,2758.15,1000.0,834.29,10.3,2200.0,5.33,20.81
68,-995.204825000139,597.8296800032258,303.77,8.97,36300.0,0.87,400.0,11700.0,1300.34,30299.999999999996,7576.02,381100.0,4000.0,10300.0,7333.72,700.0000000000001,1393.91,22.53,11000.0,3.67,45.63
68,-996.8948250000831,592.7096800021827,292.55,4.07,51000.0,0.78,400.0,7700.0,1871.48,11000.0,4865.36,282800.0,6400.0,10600.0,4578.82,700.0000000000001,852.36,9.34,3900.0,5.49,19.59
68,-998.454825000139,588.0996800027788,282.46,9.56,34000.0,2.18,1000.0,14100.0,846.16,27900.0,8732.89,395000.0,1900.0,8100.000000000001,6813.03,500.0,1462.27,24.3,10400.0,4.21,56.81
68,-999.8548250000458,584.1796800028533,273.92,4.73,53500.0,0.42,900.0,5300.0,2318.17,12500.0,2745.74,270300.0,8000.0,13700.000000000002,3067.28,1000.0,709.23,7.81,4500.0,5.61,14.58
68,-1002.0748250001343,578.1296800021082,260.79,9.43,30900.0,1.63,500.0,10300.0,914.81,26400.0,7273.61,407900.0,3800.0,20400.0,3991.83,1000.0,1278.46,23.48,9600.0,3.64,56.42
68,-1004.534825000097,571.6296800021082,246.74,3.61,45700.0,0.96,700.0000000000001,6200.0,3219.76,11600.0,4911.18,334400.0,12700.0,12500.0,5326.35,1600.0,587.77,11.33,5000.0,2.21,18.25
68,-1005.7248250000412,568.5496800020337,240.15,1.57,19600.0,0.41,500.0,3200.0,960.95,4500.0,1122.38,354700.0,2700.0,3600.0,5686.67,500.0,404.29,5.09,2000.0,4.73,5.26
68,-1006.7448250000598,565.9796800035983,234.71,2.24,41900.00000000001,0.17,900.0,4300.0,3672.0,5900.0,2205.0,325000.0,13899.999999999998,4600.0,7671.0,500.0,388.75,6.32,1900.0,6.98,7.77
68,-1009.5848250000272,558.9996800031513,220.03,1.47,19600.0,0.13,500.0,1800.0,1477.44,4100.0,573.84,262300.0,5699.999999999999,2700.0,3155.6,200.0,279.04,2.79,1400.0000000000002,2.85,4.77
68,-1014.174825000111,548.3196800034493,197.9,2.66,54300.0,0.44,500.0,2500.0,1453.76,7800.0,684.6,287000.0,12900.0,6500.0,3480.28,800.0,547.84,7.32,2700.0,4.24,19.71
68,-1017.564825000125,540.6696800030768,182.42,0.57,47400.0,0.06,1000.0,3800.0,642.55,3000.0,357.16,288100.0,17400.0,5400.0,3032.16,1900.0,1304.31,4.3,2000.0,17.93,14.74
68,-1021.174825000111,532.9796800035983,167.0,1.94,40400.0,0.1,400.0,4300.0,50.4,6400.0,116.4,39500.0,19300.0,6800.000000000001,629.36,8600.0,320.8,4.56,1900.0,10.04,14.77
68,-1025.2648250000784,524.4096800033003,149.83,0.3,32200.000000000004,0.03,300.0,1500.0,107.54,2300.0,36.84,10500.0,12200.0,900.0,114.96,12100.0,136.84,6.55,1100.0,17.87,9.17
69,299.6451749999542,-89.0303199980408,143.98,7.1,7100.0,3.2,3700.0,26700.0,1177.72,37400.0,17553.28,497400.0,800.0,1100.0,1565.32,100.0,846.78,26.54,13000.0,1.47,46.44
69,296.6551749999635,-96.2503199968487,121.63,4.0,20299.999999999996,2.94,3400.0000000000005,7300.0,3316.47,23700.0,5317.34,462700.00000000006,7700.0,3000.0,3209.06,300.0,725.59,24.62,8800.0,2.24,46.22
69,293.5651749998797,-103.44031999632716,99.29,1.44,51500.0,2.25,2800.0000000000005,8200.0,7270.62,7300.0,5462.3,296500.0,23000.0,3200.0,11440.0,700.0000000000001,400.46,6.7,2500.0,2.85,8.97
69,290.1451749999542,-111.0003199968487,75.7,0.72,57600.0,0.45,800.0,10400.0,7370.0,3300.0,5808.4,256400.0,25700.0,3400.0000000000005,8996.8,1200.0,357.2,5.15,1000.0,3.43,7.24
69,287.4051749999635,-116.79031999781728,57.58,0.83,55500.0,0.24,1000.0,10300.0,7267.17,3200.0,5851.23,252300.0,26200.0,4700.0,6150.04,1900.0,311.04,4.77,1000.0,3.08,7.12
69,284.5951749999076,-122.56031999737024,39.46,5.75,18400.0,2.55,10000.0,17500.0,2544.28,24400.0,13520.54,483200.0,5800.0,2900.0,2359.64,100.0,625.8,18.3,8300.0,2.07,42.95
69,280.95517499989364,-130.11031999625266,15.9,5.88,13799.999999999998,2.92,4200.0,20400.0,2084.74,27599.999999999996,16094.04,493500.0,3900.0,2200.0,1673.54,100.0,914.38,21.54,10400.0,2.49,45.54
69,277.22517499991227,-137.65031999722123,-7.64,3.42,7100.0,2.78,4100.0,19800.0,812.16,22700.0,13352.7,499799.99999999994,700.0000000000001,1000.0,1471.2,100.0,1578.54,34.44,9100.0,2.48,76.56
69,273.4851749999216,-145.2003199979663,-31.17,6.02,5400.0,3.47,6800.000000000001,26100.0,1304.92,39900.0,18658.4,499600.0,700.0000000000001,1400.0000000000002,1228.68,100.0,758.96,23.91,14400.0,1.08,51.02
69,269.80517499987036,-152.74031999707222,-54.72,3.28,9200.0,2.54,10400.0,29000.0,1009.2,24400.0,18471.8,497600.0,1800.0,1800.0,1254.1,100.0,654.66,21.49,10000.0,1.27,47.63
69,266.4951749999309,-159.63031999766827,-76.29,9.99,12900.0,2.27,10600.0,17600.0,1345.54,35600.0,7648.43,462100.0,3100.0,3400.0000000000005,2012.4,500.0,717.42,16.37,11200.000000000002,1.68,41.03
69,263.2351749999216,-166.56031999737024,-97.84,1.73,52600.0,0.38,700.0000000000001,5300.0,3517.12,6600.0,3506.0,291500.0,21500.0,2700.0,4642.72,500.0,335.92,3.53,1900.0,3.26,5.36
69,259.7651749999495,-174.31031999737024,-121.35,0.98,56300.0,0.14,1000.0,5800.0,3306.8,3400.0000000000005,2809.3,262600.0,20900.0,3800.0,4331.16,500.0,333.82,3.18,1000.0,3.78,6.09
