HOLEID,X,Y,Z,Ag ppm,Al ppm,Au ppm,C ppm,Ca ppm,Cl ppm,Cu ppm,F ppm,Fe ppm,K ppm,Mg ppm,Mn ppm,Na ppm,P ppm,Pb ppm,S ppm,Th ppm,U ppm
19,951.295174999861,-500.55031999759376,330.6,0.42,68400.0,0.19,400.0,29200.0,1180.24,3500.0,1037.88,62100.0,10300.0,20800.0,554.65,29700.000000000004,374.48,20.29,1700.0000000000002,57.84,30.09
19,947.825174999889,-508.7603199966252,307.24,0.81,60500.0,0.26,800.0,25200.0,884.8,12300.0,2274.8,80600.0,18700.0,28500.0,496.04,15000.0,1440.4,17.14,5900.0,28.51,23.62
19,944.2351749999216,-516.9303199965507,283.89,0.55,64300.0,0.22,800.0,18000.0,482.0,4800.0,1998.8,85200.0,15600.0,33000.0,610.36,10200.0,648.0,17.28,2200.0,25.81,23.94
19,940.7051749998936,-524.5303199980408,262.09,0.2,64600.0,0.16,800.0,22100.0,656.57,3000.0,2025.74,82899.99999999999,18700.0,38400.0,697.37,10400.0,457.72,11.65,2000.0,21.4,16.03
19,936.6251749999356,-532.8503199964762,238.26,0.23,61300.0,0.36,600.0,30800.0,1041.13,5200.0,983.23,70100.0,5200.0,21200.0,708.22,32700.0,624.71,22.43,4600.0,77.83,34.01
19,934.9151749999728,-536.2103199977428,228.56,0.14,65800.0,0.56,700.0000000000001,17400.0,537.82,1700.0000000000002,539.09,38300.0,5800.0,8300.0,354.98,36300.0,509.64,18.7,1100.0,71.72,26.42
19,930.2851749999681,-544.9803199972957,203.29,0.39,56100.0,0.06,2000.0,57699.99999999999,2544.54,2500.0,1628.08,137800.0,8800.0,71900.0,2076.49,5600.000000000001,520.48,4.83,1100.0,3.79,2.07
19,925.4751749999123,-553.7603199966252,177.96,0.41,54100.0,0.06,400.0,8000.0,752.1,1900.0,960.52,205400.0,4400.0,62800.0,3677.44,1000.0,238.58,2.01,800.0,1.79,2.43
19,921.3651749999262,-561.2503199968487,156.75,0.32,59200.0,0.08,400.0,5699.999999999999,1040.86,1400.0000000000002,1177.82,227800.0,6200.0,26300.0,8109.91,1200.0,323.72,2.33,600.0,3.84,2.8
20,-796.454825000139,697.3096800036728,260.58,0.44,65500.0,0.53,700.0000000000001,22200.000000000004,2300.2,6600.0,1610.9,86900.0,10100.0,20700.0,1516.46,19400.0,643.9,24.2,1200.0,50.4,32.59
20,-799.6148250000551,689.2796800024807,237.12,0.11,59800.00000000001,0.35,1100.0,28800.0,1398.4,3100.0,1220.8,47300.00000000001,4700.0,15200.0,276.4,37600.0,470.0,21.89,1800.0,84.45,39.23
20,-802.8248250001343,681.1996800024062,213.68,0.07,64700.0,0.22,1300.0,16600.0,988.4,2300.0,480.8,45500.0,5200.0,8900.0,688.0,42800.0,414.0,27.38,1600.0,73.59,41.45
20,-806.1348250000738,673.1196800023317,190.26,0.28,54600.0,0.29,400.0,10700.0,2874.8,5400.0,782.8,134200.0,17000.0,11800.0,2734.88,18000.0,685.6,27.21,3200.0,60.19,42.06
20,-809.0948250000365,666.2196800019592,170.64,0.59,51100.0,0.64,300.0,11000.0,5067.06,9800.0,979.41,168700.0,21000.0,12200.0,5234.12,9000.0,934.71,27.15,4900.0,57.03,45.97
20,-811.5948250000365,660.4996800031513,154.69,0.38,54400.00000000001,0.37,400.0,13500.0,3249.51,5800.0,741.2,102300.0,14400.0,13899.999999999998,2340.77,19600.0,751.91,26.87,2700.0,63.47,46.23
20,-813.6148250000551,655.9296800028533,142.18,1.12,55800.0,0.2,1100.0,34400.0,3777.3,6400.0,1779.89,143100.0,16700.0,47100.0,3209.66,4800.0,1184.94,7.45,2200.0,7.12,11.53
20,-821.3548250000458,639.6196800023317,98.08,1.28,66100.0,0.11,500.0,11000.0,1568.8,5400.0,993.4,171100.0,18600.0,26400.0,4789.0,5900.0,1238.6,6.65,1700.0000000000002,5.18,11.44
20,-825.8048250001157,631.0396800022572,75.03,1.58,69400.0,0.11,300.0,5699.999999999999,697.12,5000.0,1091.74,187900.0,12500.0,26800.0,7424.84,800.0,1307.46,4.68,1700.0000000000002,6.32,7.59
20,-830.4848250000505,622.3296800032258,52.07,0.73,72800.0,0.08,200.0,4300.0,1032.54,2500.0,1257.26,171500.0,16900.0,24200.0,5189.48,1200.0,1088.68,4.66,900.0,6.65,7.54
20,-835.3948250000831,613.5696800034493,29.17,0.51,64400.00000000001,0.11,300.0,4400.0,945.34,2000.0,805.92,189800.0,9400.0,32700.0,5444.16,1900.0,791.4,2.77,700.0000000000001,4.4,3.99
20,-839.534825000097,606.3696800023317,10.57,0.27,67400.0,0.04,500.0,4800.0,1197.78,1200.0,677.21,178900.0,10700.0,32800.0,3643.14,11700.0,260.03,2.98,400.0,3.01,4.46
20,-843.0848250000272,600.2996800020337,-4.91,0.35,67000.0,0.18,700.0000000000001,22500.0,7781.1,1700.0000000000002,1291.01,205900.0,12500.0,24300.0,5348.62,14500.0,553.3,8.8,1000.0,2.5,18.08
20,-850.8048250001157,587.3796800021082,-37.47,1.22,60100.0,0.11,500.0,3300.0,404.5,3000.0,694.0,208100.0,1200.0,15900.0,3371.5,1000.0,589.0,3.68,900.0,8.27,6.85
20,-853.6848250001203,582.6396800037473,-49.2,4.09,56100.0,0.6,500.0,5400.0,482.63,10400.0,1891.84,271000.0,2100.0,15500.0,5221.96,200.0,811.91,8.64,3400.0000000000005,6.33,22.3
20,-856.3448250000365,578.3196800034493,-59.81,10.31,36800.0,0.99,500.0,6100.0,140.39,25900.0,2446.67,352000.0,600.0,9500.0,6439.61,100.0,1118.04,19.15,8200.0,3.76,39.87
20,-856.9648250000319,577.2996800020337,-62.31,4.27,51700.0,0.76,500.0,2600.0,276.67,9200.0,1906.67,288000.0,1200.0,32400.000000000004,3740.0,400.0,650.0,7.67,3000.0,2.52,16.17
20,-857.6248250000644,576.2296800035983,-64.92,8.52,30900.0,1.33,400.0,9500.0,395.71,23300.0,6982.14,404400.0,2800.0000000000005,15700.0,5789.29,300.0,1263.57,18.54,9300.0,3.15,42.19
20,-860.0748250001343,572.3296800032258,-74.47,4.79,50900.0,0.68,500.0,6200.0,466.2,11800.0,3817.72,284800.0,3000.0,25600.0,3867.69,700.0000000000001,1146.41,8.73,4000.0,4.85,21.35
20,-862.7648250000784,568.0696800034493,-84.92,10.98,19300.0,0.76,400.0,2900.0,131.46,32599.999999999996,969.58,315900.0,100.0,11100.000000000002,1491.25,100.0,958.54,13.99,9700.0,2.32,43.72
20,-863.6648250001017,566.6296800021082,-88.43,2.86,35100.0,0.92,900.0,3500.0,190.0,10000.0,870.0,255300.0,300.0,13500.0,2626.67,100.0,826.67,4.97,3300.0,3.98,13.33
20,-865.064825000125,564.4096800033003,-93.88,7.44,30500.0,4.64,1200.0,3400.0000000000005,185.71,25800.0,2110.22,399099.99999999994,800.0,22400.000000000004,1787.25,100.0,1343.08,13.47,8400.0,3.0,46.03
20,-867.3748250000644,560.7296800035983,-102.89,4.92,46600.0,0.93,700.0000000000001,5699.999999999999,815.14,16600.0,3747.16,303400.0,3800.0,16000.0,3474.5,500.0,630.83,8.19,6500.0,2.77,18.71
20,-871.9848250000505,553.3896800037473,-120.86,4.89,36900.0,0.58,800.0,1100.0,155.42,12200.0,241.29,314400.0,2300.0,16700.0,1526.86,100.0,597.14,6.6,3400.0000000000005,3.22,32.94
21,775.8751749999356,-810.0103199966252,383.66,1.26,65000.0,0.17,400.0,300.0,23.58,4900.0,273.48,110300.0,12200.0,4100.0,1428.62,1500.0,359.07,11.59,200.0,43.0,20.98
21,772.575174999889,-817.8703199978918,360.16,0.59,63900.0,0.05,200.0,3200.0,83.1,2500.0,94.5,40500.0,8100.000000000001,7700.0,275.97,32400.000000000004,241.1,9.58,800.0,63.4,29.29
21,769.1251749999356,-825.7703199964017,336.7,0.42,64600.0,0.1,1400.0000000000002,9300.0,108.4,2100.0,106.8,45599.99999999999,8200.0,8300.0,394.2,33300.0,278.4,14.42,800.0,65.57,30.77
21,766.4251749998657,-831.6303199976683,319.31,0.49,72500.0,0.1,2400.0,14100.0,160.58,2600.0,184.05,57000.0,9000.0,7900.0,625.98,36400.0,370.58,14.65,800.0,70.57,35.17
21,763.5151749999495,-837.9303199965507,300.98,0.27,79900.0,0.05,1400.0000000000002,19400.0,427.71,2300.0,944.43,121600.0,20299.999999999996,19100.0,772.21,11299.999999999998,1988.75,7.28,1000.0,31.87,10.38
21,759.4551749998936,-846.9603199977428,275.75,0.28,81900.0,0.03,700.0000000000001,16100.000000000002,559.89,2400.0,1026.75,117700.0,24200.0,17300.0,941.41,13400.0,2447.38,7.59,1100.0,34.24,9.9
22,453.72517499991227,-223.11031999625266,191.23,1.47,35500.0,0.33,2000.0,7500.0,4557.89,5000.0,4642.22,331100.0,19800.0,11000.0,6972.15,700.0000000000001,482.02,5.86,1600.0,3.8,10.27
22,451.4051749999635,-229.2503199968487,173.21,3.34,17700.0,1.56,1800.0,6200.0,1543.01,14400.0,3541.03,477200.0,3400.0000000000005,3200.0,7711.79,200.0,524.97,11.91,5800.0,2.52,22.2
22,450.1751749998657,-232.37031999789178,164.08,1.01,29500.0,0.48,13100.0,10100.0,2631.82,8300.0,7411.3,420000.0,8000.0,3500.0,13533.77,100.0,600.39,12.03,6000.0,5.28,18.28
22,449.71517499990296,-233.51031999662519,160.7,3.94,9100.0,2.48,3000.0,20000.0,1157.31,34400.0,17108.21,500000.0,1700.0000000000002,1400.0000000000002,3650.15,100.0,796.42,21.24,15600.0,1.82,42.29
22,449.0151749999495,-235.22031999751925,155.68,0.54,52699.99999999999,0.27,16900.0,9000.0,5647.76,4000.0,5672.18,315200.0,23300.0,4300.0,12439.86,500.0,547.55,6.4,1800.0,3.69,10.55
22,447.8151749998797,-238.0903199966997,147.2,2.49,36200.0,1.49,12300.0,9500.0,3435.89,18200.0,7573.36,413400.00000000006,14400.0,4000.0,10015.79,100.0,690.84,15.23,7500.0,3.1,26.1
22,446.45517499989364,-241.30031999759376,137.67,5.51,21600.0,2.15,5500.0,14100.0,2733.54,27900.0,10404.38,441599.99999999994,6899.999999999999,2800.0000000000005,5817.08,100.0,916.67,17.31,9500.0,2.74,33.88
22,445.52517499995884,-243.43031999655068,131.34,3.24,42100.0,0.59,6600.0,5100.0,5587.69,12800.0,2008.97,333300.0,15200.0,6000.0,8721.54,300.0,555.64,6.68,3900.0,4.17,11.57
22,444.825174999889,-245.0303199980408,126.6,7.85,12000.0,4.37,1400.0000000000002,11000.0,1733.06,34600.0,7941.29,474300.0,2900.0,2800.0000000000005,4085.65,100.0,678.55,17.0,10400.0,1.71,34.82
22,442.5051749999402,-250.19031999632716,111.18,1.89,52000.0,0.99,3500.0,8000.0,5954.5,9100.0,4453.81,290500.0,22900.0,5000.0,10242.95,400.0,752.08,9.23,3200.0,6.2,15.12
22,439.71517499990296,-256.27031999640167,92.83,2.33,17200.0,2.71,1000.0,20900.0,1133.67,20700.0,14738.91,481400.0,2100.0,1000.0,7947.62,100.0,862.26,19.31,11299.999999999998,2.42,32.49
22,437.4251749998657,-261.1003199964762,78.26,2.01,50900.0,0.73,1900.0,8300.0,7208.36,8600.0,5377.45,323700.0,26300.0,3800.0,9027.86,500.0,815.92,10.25,3700.0,6.56,16.28
22,435.8151749998797,-264.5103199966252,68.11,3.06,15200.0,1.45,800.0,16700.0,3436.67,16500.0,11966.67,470700.0,8100.000000000001,1600.0,3766.67,100.0,1116.67,20.8,7200.0,3.31,45.3
22,435.3151749998797,-265.5703199971467,64.99,0.89,52800.0,1.07,800.0,8600.0,8252.32,5200.0,7060.98,306400.0,31900.0,5000.0,5812.89,600.0,630.54,22.92,2100.0,5.87,61.93
22,434.685174999875,-266.9103199969977,61.0,1.95,12200.0,3.48,600.0,22500.0,1150.95,20299.999999999996,16385.09,500000.0,2400.0,900.0,3773.13,100.0,1095.11,23.01,12000.0,2.05,44.33
22,433.8451749999076,-268.6703199967742,55.77,1.71,43700.0,1.19,700.0000000000001,8900.0,7291.26,10700.0,7720.08,344300.0,29500.0,5200.0,5256.85,400.0,814.33,12.88,5500.0,4.58,22.1
22,431.7351749999216,-273.1603199969977,42.51,2.67,26200.0,1.42,1400.0000000000002,15100.0,3328.97,16000.0,11053.26,443400.00000000006,10300.0,3300.0,3612.89,300.0,740.32,16.09,6800.000000000001,3.29,27.11
22,428.3451749999076,-280.27031999640167,21.44,2.48,48600.0,0.77,800.0,6800.000000000001,3715.84,9900.0,2753.75,302100.0,17900.0,8000.0,7520.22,500.0,827.2,8.64,3400.0000000000005,4.45,14.7
22,426.185174999875,-284.7403199970722,8.19,6.76,48200.0,0.72,600.0,14500.0,1516.57,23900.0,6762.29,311500.0,12700.0,10000.0,12391.24,300.0,933.71,14.04,6800.000000000001,4.81,25.66
22,424.6651749999728,-287.89031999744475,-1.13,2.48,64100.0,0.29,3300.0,23500.0,1243.07,6400.0,1325.87,185700.0,20600.0,19700.0,3144.81,4500.0,621.19,4.14,1800.0,4.05,4.85
22,422.78517499996815,-291.7803199980408,-12.56,4.06,48900.0,0.88,500.0,11700.0,3024.18,16800.0,8201.68,317600.0,21600.0,9400.0,8594.8,300.0,891.17,9.59,4900.0,5.16,17.66
22,420.96517499990296,-295.5303199980408,-23.52,7.92,28900.0,1.67,600.0,17400.0,2417.44,34600.0,13173.63,417200.0,14500.0,5699.999999999999,3545.64,600.0,1045.2,21.4,10100.0,3.69,47.99
22,417.6451749999542,-302.3503199964762,-43.35,1.61,53700.0,0.48,800.0,10000.0,3836.32,8000.0,5075.17,293400.0,20800.0,5400.0,7885.1,700.0000000000001,1156.63,8.87,2900.0,4.86,17.33
22,414.9051749999635,-307.88031999766827,-59.48,5.3,36500.0,1.53,1200.0,5200.0,1220.87,19500.0,2780.87,401700.0,8400.0,19500.0,6910.0,600.0,790.87,12.9,6400.0,3.7,27.92
22,414.075174999889,-309.55031999759376,-64.36,1.1,55700.0,0.15,900.0,9100.0,1125.21,4200.0,1355.85,298600.0,6100.0,13100.0,14028.19,600.0,974.26,5.15,1400.0000000000002,4.55,9.32
23,131.6651749999728,52.879680002108216,238.86,0.98,49100.0,0.14,600.0,4600.0,7304.64,3500.0,3159.78,283600.0,28100.0,4200.0,3608.55,800.0,295.74,2.36,1000.0,2.87,3.57
23,133.44517499988433,57.43968000262976,225.37,2.79,40800.0,0.41,900.0,5200.0,4663.53,9600.0,2631.92,386800.0,18500.0,3300.0,3320.72,300.0,365.03,5.21,2900.0,2.91,8.81
23,135.31517499987967,62.22968000359833,211.2,1.19,55100.0,0.17,700.0000000000001,5100.0,4445.64,4000.0,2724.08,280400.0,23700.0,5000.0,4393.72,700.0000000000001,338.81,2.97,1300.0,3.67,4.59
23,136.85517499991693,66.20968000218272,199.56,3.0,43500.0,1.16,600.0,4300.0,4976.67,14000.0,3126.67,403700.0,18300.0,3500.0,5450.0,300.0,516.67,10.23,4500.0,2.76,20.6
23,138.61517499992624,70.76968000270426,186.44,0.76,53200.0,0.18,1600.0,3600.0,6903.5,3500.0,4104.1,279200.0,29000.0,3900.0,5129.5,700.0000000000001,350.1,3.59,1000.0,3.68,4.81
23,141.7551749999402,79.16968000307679,163.1,0.64,53000.0,0.22,2200.0,3900.0,7378.68,3600.0,3030.24,287300.0,27200.000000000004,3800.0,6492.7,900.0,332.54,3.46,1000.0,3.12,4.62
23,144.11517499992624,85.73968000337481,145.49,0.83,41800.0,0.33,2700.0,3500.0,6643.41,6000.0,3798.45,368000.0,21500.0,3600.0,7481.71,900.0,345.12,4.66,2000.0,2.69,6.77
23,145.29517499986105,88.9996800031513,136.91,1.26,34000.0,0.18,5400.0,8900.0,4438.93,5500.0,2705.36,428400.00000000006,15600.0,3700.0,6627.14,500.0,307.86,4.09,1800.0,2.22,6.03
23,147.4251749998657,94.81968000344932,121.74,1.02,53000.0,0.19,1700.0000000000002,12300.0,6437.76,4900.0,3315.47,268600.0,21900.0,13300.0,5986.45,5100.0,381.93,3.52,1400.0000000000002,1.95,4.79
23,151.02517499995884,104.66968000307679,96.67,2.66,41300.0,0.56,1100.0,6600.0,8595.17,11100.000000000002,5224.77,357400.0,21400.0,6500.0,4114.2,1000.0,450.91,9.0,3700.0,2.16,17.08
23,153.18517499987502,110.56968000344932,82.05,10.28,19000.0,2.69,1000.0,7000.0,4768.28,33800.0,4162.58,422200.0,7100.0,3900.0,3445.81,400.0,1109.89,29.88,10700.0,2.48,71.3
23,154.11517499992624,113.12968000210822,75.79,3.13,46900.00000000001,0.55,1300.0,10300.0,8794.44,11200.000000000002,4181.11,315600.0,24900.000000000004,6400.0,3457.78,1300.0,962.22,12.32,3700.0,4.02,26.27
23,156.46517499990296,119.54968000203371,60.23,4.74,13600.000000000002,1.32,2000.0,18100.0,2580.4,20700.0,12799.2,458000.0,4900.0,3600.0,2195.84,500.0,682.0,23.42,8000.0,1.7,53.12
23,158.6751749998657,125.4696800019592,46.02,4.87,27400.000000000004,1.0,6100.0,16200.000000000002,2552.95,15900.0,8475.41,420300.0,11200.000000000002,6700.0,2164.33,700.0000000000001,423.44,9.71,5100.0,1.9,24.31
23,159.6551749999635,128.06968000344932,39.81,2.38,50599.99999999999,0.23,10300.0,11900.0,4459.6,7200.0,6254.67,335600.0,19100.0,11700.0,4017.2,1100.0,246.4,4.93,2500.0,2.81,7.75
23,160.4251749998657,130.0896800030023,35.0,6.27,31600.0,0.6,5900.0,17100.0,2671.15,19200.0,12687.7,410300.0,11200.000000000002,7100.0,3267.21,1000.0,400.16,9.5,6400.0,3.45,20.78
23,161.4051749999635,132.68968000262976,28.85,1.3,53600.0,0.21,2700.0,15600.0,6604.07,5300.0,4091.24,299500.0,20299.999999999996,8200.0,6543.21,2200.0,474.07,8.7,1900.0,6.19,15.84
23,163.22517499991227,137.48968000337481,17.56,3.87,12200.0,1.61,2800.0000000000005,23400.0,1213.62,22000.0,14055.3,492400.0,1700.0000000000002,1600.0,2621.18,100.0,764.25,18.37,8900.0,3.12,37.91
23,166.19517499988433,145.25968000292778,-0.46,2.51,47200.0,0.64,800.0,8000.0,3872.33,8300.0,4413.45,273500.0,16299.999999999998,13200.0,6414.39,1300.0,438.7,6.94,2700.0,3.5,13.35
23,168.60517499991693,151.4696800019592,-14.65,4.05,27100.0,1.41,2400.0,11100.000000000002,3993.67,20000.0,9340.0,405200.00000000006,13100.0,7600.0,2841.0,400.0,650.33,21.15,7100.0,1.11,46.55
23,169.5951749999076,153.9996800031513,-20.36,1.68,48500.0,0.32,800.0,8300.0,3039.7,5800.0,7165.04,249300.0,17500.0,16800.0,3841.88,1400.0000000000002,496.39,5.86,1800.0,5.0,10.87
23,171.56517499987967,159.0496800020337,-31.57,2.14,41200.0,0.71,700.0000000000001,8700.0,3659.56,9200.0,7054.05,302600.0,17400.0,9700.0,5000.63,1000.0,841.81,12.73,3200.0,6.17,25.01
23,173.36517499992624,163.77968000248075,-41.87,5.26,32100.0,2.2,800.0,7000.0,2910.64,16800.0,3310.0,399000.0,11200.000000000002,5699.999999999999,10121.7,400.0,842.77,20.51,5400.0,4.7,40.63
23,174.36517499992624,166.39968000352383,-47.57,2.3,42600.0,1.56,600.0,9800.0,4490.0,11200.000000000002,6637.06,344099.99999999994,21800.0,6500.0,8040.81,500.0,1054.81,19.0,5699.999999999999,7.32,34.85
23,175.9251749998657,170.4996800031513,-56.5,4.62,17900.0,3.31,4000.0,16600.0,1380.0,28900.0,11078.74,493000.0,4400.0,4800.0,4400.25,100.0,1122.52,31.95,13300.0,2.09,62.96
24,-500.45482500013895,206.3296800032258,387.71,1.09,70300.0,0.05,800.0,100.0,3636.0,3000.0,391.2,244700.0,15000.0,800.0,1955.52,300.0,541.2,1.66,100.0,4.7,13.85
24,-503.52482500008773,198.0796800032258,364.31,0.28,66500.0,0.03,400.0,500.0,10074.8,3300.0,606.8,230000.0,33700.0,2300.0,2160.08,1300.0,442.4,1.44,200.0,4.06,4.64
24,-506.72482500004116,189.75968000292778,340.95,0.33,63800.0,0.05,700.0000000000001,2100.0,8535.6,2100.0,881.2,245300.0,33300.0,4000.0,2631.2,3500.0,329.6,1.84,700.0000000000001,4.31,2.4
24,-509.79482500010636,182.30968000367284,320.0,0.39,69500.0,0.1,3300.0,2800.0000000000005,326.36,1700.0000000000002,175.85,232900.0,9200.0,9400.0,2120.33,19500.0,388.79,2.3,900.0,6.03,5.7
24,-512.9748250000412,174.80968000367284,299.08,0.37,34400.0,0.04,300.0,700.0000000000001,75.6,3600.0,100.24,14300.0,9500.0,2500.0,186.07,12100.0,91.12,1.46,1000.0,6.74,4.51
24,-515.2348250000505,169.62968000210822,284.94,0.62,27300.0,0.03,300.0,700.0000000000001,56.19,3500.0,122.29,23100.0,10800.0,1300.0,282.78,8100.000000000001,131.65,3.31,1400.0000000000002,11.08,6.26
24,-517.034825000097,165.67968000285327,274.32,1.37,47600.0,0.13,300.0,2000.0,515.91,4500.0,580.83,158000.0,11000.0,6899.999999999999,2602.03,800.0,637.77,3.7,1500.0,11.17,5.79
24,-520.8648250000551,157.50968000292778,252.81,0.99,26900.0,0.06,400.0,1300.0,20.95,4800.0,81.34,27200.000000000004,6899.999999999999,3500.0,241.07,10300.0,328.39,5.14,1300.0,9.42,14.01
25,-880.6048250000458,756.5096800029278,283.61,1.06,84000.0,0.23,700.0000000000001,6700.0,1296.22,4500.0,687.5,149700.0,8400.0,9800.0,1058.06,4100.0,519.95,18.33,200.0,20.56,29.92
25,-883.8948250000831,748.3196800034493,260.15,0.12,67700.0,0.18,300.0,11500.0,1199.55,3600.0,692.67,55800.0,8000.0,9300.0,364.12,34200.0,569.74,32.54,1600.0,73.33,51.06
25,-887.2948250001064,740.1196800023317,236.71,0.13,64200.0,0.18,600.0,9800.0,1807.37,3300.0,765.51,49700.0,19600.0,6600.0,669.66,22200.000000000004,430.32,24.28,2000.0,70.07,36.66
25,-889.3948250000831,735.3096800036728,223.0,0.33,56800.0,0.34,300.0,12400.0,3713.95,4700.0,1088.72,105600.0,19100.0,8300.0,5168.26,5900.0,405.58,23.93,2100.0,72.56,34.74
25,-890.8248250001343,732.2096800021827,214.24,0.31,66900.0,0.24,800.0,11299.999999999998,2576.38,4800.0,1024.83,67600.0,26900.0,6200.0,1658.02,16000.0,571.03,21.02,2300.0,74.93,28.08
25,-893.0448250001064,727.6596800033003,201.54,0.48,58200.0,0.2,700.0000000000001,18100.0,5224.01,6400.0,1277.94,122300.0,22799.999999999996,11700.0,7033.07,6200.0,718.25,17.54,3200.0,52.9,22.33
25,-896.064825000125,721.7296800035983,185.16,0.59,47900.0,0.52,700.0000000000001,7200.0,4244.0,9600.0,1074.36,181200.0,18000.0,15700.0,6332.27,6100.0,1140.98,23.93,5699.999999999999,46.6,38.55
25,-898.6948250001296,716.8396800030023,171.9,0.27,64200.0,0.17,200.0,5699.999999999999,3111.6,3800.0,1890.08,166900.0,21900.0,31100.0,6446.4,2300.0,717.68,9.56,1600.0,14.13,14.01
25,-901.6948250001296,711.4696800019592,157.54,0.38,62400.0,0.14,1300.0,20400.0,3999.58,4500.0,1768.94,156000.0,27700.0,34700.0,3374.9,6100.0,1060.3,7.67,2000.0,7.11,11.21
25,-906.8648250000551,702.5396800022572,134.77,0.28,62200.0,0.33,700.0000000000001,27300.0,3838.24,3500.0,2032.64,146200.0,19700.0,43800.0,2973.2,7700.0,1241.04,7.36,1400.0000000000002,7.56,9.01
25,-911.2548250000691,695.3196800034493,116.81,0.31,54700.0,0.11,1100.0,25200.0,3933.88,3300.0,2012.11,156800.0,16400.0,36700.0,6139.73,7600.0,2753.81,6.91,1500.0,7.54,8.73
25,-916.1848250001203,687.4696800019592,97.49,0.13,70700.0,0.02,600.0,10600.0,2729.8,900.0,1713.27,181000.0,18800.0,29100.0,7070.5,2400.0,1230.87,3.52,400.0,4.17,2.97
25,-921.454825000139,679.3696800023317,77.81,0.3,69200.0,0.07,600.0,13300.0,2751.85,1700.0000000000002,1591.46,161400.0,24700.000000000004,30000.0,4022.52,5000.0,1498.89,3.89,600.0,5.07,4.33
25,-926.564825000125,671.7296800035983,59.6,1.2,68800.0,0.17,300.0,5699.999999999999,973.37,5400.0,1306.61,188700.0,13400.0,30299.999999999996,6599.3,1100.0,1387.33,6.1,2000.0,5.87,9.9
25,-933.0448250001064,662.2496800031513,37.34,0.3,66100.0,0.08,1200.0,27000.0,2161.7,1700.0000000000002,891.1,137300.0,21300.0,36600.0,1326.24,12300.0,693.3,4.27,600.0,3.64,5.39
25,-937.6448250000831,655.6496800035238,22.05,2.41,66500.0,0.16,900.0,54900.0,4898.06,9600.0,1774.14,134600.0,11200.000000000002,35700.0,894.95,25500.0,1687.07,32.29,3100.0,3.97,66.43
25,-940.4048250000924,651.7696800027043,13.14,1.25,28600.0,0.24,1300.0,48800.0,4116.1,11700.0,1368.97,290800.0,4400.0,42400.0,1415.68,6899.999999999999,197.28,18.97,5900.0,1.04,33.17
25,-945.5448250001064,644.6496800035238,-3.14,0.56,50400.0,0.05,600.0,10200.0,1572.54,1500.0,1010.87,226300.0,8400.0,47300.00000000001,3915.46,3200.0,301.82,1.86,500.0,1.04,1.3
25,-950.6448250000831,637.5796800032258,-18.89,2.79,48200.0,0.75,400.0,3800.0,1153.52,8100.000000000001,2166.53,331800.0,8000.0,22700.0,4394.25,900.0,442.64,6.56,3100.0,2.78,13.28
25,-955.6448250000831,630.6896800026298,-33.98,0.94,62600.0,0.08,500.0,2700.0,301.58,2500.0,906.68,216900.0,6600.0,18500.0,2977.06,300.0,542.46,3.87,900.0,6.57,5.4
25,-963.0248250000877,620.7596800029278,-55.7,2.34,61100.0,0.2,900.0,3000.0,131.23,6000.0,319.56,242800.0,14500.0,12700.0,1771.05,200.0,683.3,6.02,1700.0000000000002,7.14,19.62
25,-969.6948250001296,611.9296800028533,-74.8,2.87,71400.0,0.29,1800.0,8300.0,102.52,7700.0,362.43,235400.0,24000.0,16700.0,1531.1,2700.0,1064.18,7.62,2400.0,17.98,41.41
25,-976.7648250000784,602.5096800029278,-95.05,2.52,58900.0,0.26,1100.0,3500.0,76.65,7900.0,309.15,230000.0,8400.0,35900.0,1920.57,600.0,884.69,5.21,2300.0,22.55,37.7
26,781.1751749998657,-756.7003199979663,385.33,0.98,59500.0,0.19,300.0,1700.0000000000002,364.42,5000.0,739.42,144400.0,18400.0,13600.000000000002,1188.23,1900.0,378.56,7.91,100.0,24.12,12.42
26,778.795174999861,-762.1703199967742,369.41,0.46,64800.00000000001,0.12,200.0,3900.0,68.89,1900.0,283.33,58900.0,25900.0,8000.0,570.33,16299.999999999998,262.22,13.69,600.0,66.73,26.91
26,776.9451749998843,-766.2503199968487,357.58,3.74,57000.0,0.85,600.0,12800.0,413.71,15700.0,1058.04,91100.0,18200.0,16700.0,1050.25,4500.0,993.56,29.23,5200.0,58.43,45.42
26,774.9051749999635,-770.7803199980408,344.5,0.93,62900.0,0.31,1000.0,6899.999999999999,113.12,3700.0,167.69,66400.0,30299.999999999996,10500.0,639.89,12400.0,452.56,15.43,1200.0,69.8,30.27
26,772.2251749999123,-776.7403199970722,327.35,2.52,56900.00000000001,0.64,1900.0,11700.0,251.88,10200.0,452.0,82400.0,23400.0,13000.0,688.14,9300.0,975.14,18.54,3500.0,53.87,38.67
26,768.435174999875,-784.9103199969977,304.03,0.81,59700.0,0.25,900.0,11399.999999999998,290.66,4800.0,1140.82,64000.0,20000.0,9800.0,671.25,14300.0,484.32,20.17,2000.0,55.46,33.8
26,764.8551749999169,-792.3803199976683,283.11,1.43,54700.0,0.26,1100.0,8100.000000000001,165.5,6800.000000000001,612.5,68400.0,15900.0,10600.0,529.55,13500.0,507.5,15.23,2200.0,48.92,33.45
